CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
29500,,48115,"Dawson County, TX",County or equivalent,13833,13833,13826,13747,13611,13219,13445,12987,12999,12744,12605,12728,,
29660,,,"Laramie, WY",Micropolitan Statistical Area,36299,36299,36469,36851,37359,37556,37620,37960,37923,38459,38728,38880,,
29660,,56001,"Albany County, WY",County or equivalent,36299,36299,36469,36851,37359,37556,37620,37960,37923,38459,38728,38880,,
29780,,,"Las Vegas, NM",Micropolitan Statistical Area,34274,34256,34286,34133,33775,33514,33106,32824,32538,32245,31967,31798,,
29780,,35033,"Mora County, NM",County or equivalent,4881,4881,4893,4781,4684,4695,4613,4609,4533,4530,4487,4521,,
29780,,35047,"San Miguel County, NM",County or equivalent,29393,29375,29393,29352,29091,28819,28493,28215,28005,27715,27480,27277,,
29860,,,"Laurel, MS",Micropolitan Statistical Area,84823,84841,84827,84789,84983,85450,84932,85183,85061,84938,84621,84481,,
29860,,28061,"Jasper County, MS",County or equivalent,17062,17073,17018,16862,16564,16496,16536,16554,16588,16574,16425,16383,,
29860,,28067,"Jones County, MS",County or equivalent,67761,67768,67809,67927,68419,68954,68396,68629,68473,68364,68196,68098,,
29900,,,"Laurinburg, NC",Micropolitan Statistical Area,36157,36160,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823,,
29900,,37165,"Scotland County, NC",County or equivalent,36157,36160,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823,,
29980,,,"Lawrenceburg, TN",Micropolitan Statistical Area,41869,41856,41967,42162,42154,42028,42304,42592,43056,43388,43771,44142,,
29980,,47099,"Lawrence County, TN",County or equivalent,41869,41856,41967,42162,42154,42028,42304,42592,43056,43388,43771,44142,,
30060,,,"Lebanon, MO",Micropolitan Statistical Area,35571,35596,35700,35668,35482,35654,35530,35469,35450,35418,35596,35723,,
30060,,29105,"Laclede County, MO",County or equivalent,35571,35596,35700,35668,35482,35654,35530,35469,35450,35418,35596,35723,,
30100,,,"Lebanon, NH-VT",Micropolitan Statistical Area,218466,218472,218419,218408,217900,217784,217681,217015,217341,217068,216907,216986,,
30100,,33009,"Grafton County, NH",County or equivalent,89118,89139,89130,89276,89617,89894,89930,89439,90004,89853,89701,89886,,
30100,,33019,"Sullivan County, NH",County or equivalent,43742,43739,43745,43502,43229,43049,43149,43148,43084,43027,43114,43146,,
30100,,50017,"Orange County, VT",County or equivalent,28936,28936,28944,29018,28916,28848,28875,28887,28908,28964,28888,28892,,
30100,,50027,"Windsor County, VT",County or equivalent,56670,56658,56600,56612,56138,55993,55727,55541,55345,55224,55204,55062,,
30220,,,"Levelland, TX",Micropolitan Statistical Area,22935,22927,22853,22931,23074,23408,23463,23310,23043,22977,22971,23021,,
30220,,48219,"Hockley County, TX",County or equivalent,22935,22927,22853,22931,23074,23408,23463,23310,23043,22977,22971,23021,,
30260,,,"Lewisburg, PA",Micropolitan Statistical Area,44947,44963,45001,45111,45162,44735,44974,45519,45454,44642,45017,44923,,
30260,,42119,"Union County, PA",County or equivalent,44947,44963,45001,45111,45162,44735,44974,45519,45454,44642,45017,44923,,
30280,,,"Lewisburg, TN",Micropolitan Statistical Area,30617,30611,30687,30848,30971,31140,31287,31590,32035,33020,33806,34375,,
30280,,47117,"Marshall County, TN",County or equivalent,30617,30611,30687,30848,30971,31140,31287,31590,32035,33020,33806,34375,,
30380,,,"Lewistown, PA",Micropolitan Statistical Area,46682,46679,46641,46747,46754,46629,46490,46427,46316,46290,46211,46138,,
30380,,42087,"Mifflin County, PA",County or equivalent,46682,46679,46641,46747,46754,46629,46490,46427,46316,46290,46211,46138,,
30420,,,"Lexington, NE",Micropolitan Statistical Area,26370,26370,26352,26207,26057,26033,25990,25917,25804,25685,25740,25585,,
30420,,31047,"Dawson County, NE",County or equivalent,24326,24326,24312,24216,23977,24016,23986,23892,23779,23657,23744,23595,,
30420,,31073,"Gosper County, NE",County or equivalent,2044,2044,2040,1991,2080,2017,2004,2025,2025,2028,1996,1990,,
30580,,,"Liberal, KS",Micropolitan Statistical Area,22952,22950,22970,23128,23353,23311,23303,23273,22897,22245,21902,21428,,
30580,,20175,"Seward County, KS",County or equivalent,22952,22950,22970,23128,23353,23311,23303,23273,22897,22245,21902,21428,,
30660,,,"Lincoln, IL",Micropolitan Statistical Area,30305,30305,30283,30270,30358,29826,29660,29284,29166,29034,28912,28618,,
30660,,17107,"Logan County, IL",County or equivalent,30305,30305,30283,30270,30358,29826,29660,29284,29166,29034,28912,28618,,
30820,,,"Lock Haven, PA",Micropolitan Statistical Area,39238,39253,39263,39511,39734,39831,39486,39400,39017,38830,38696,38632,,
30820,,42035,"Clinton County, PA",County or equivalent,39238,39253,39263,39511,39734,39831,39486,39400,39017,38830,38696,38632,,
30900,,,"Logansport, IN",Micropolitan Statistical Area,38966,38970,38985,38916,38771,38585,38487,38081,37905,37828,37895,37689,,
30900,,18017,"Cass County, IN",County or equivalent,38966,38970,38985,38916,38771,38585,38487,38081,37905,37828,37895,37689,,
30940,,,"London, KY",Micropolitan Statistical Area,148099,148099,148227,148682,148314,148395,148351,148467,148283,148086,148149,148123,,
30940,,21051,"Clay County, KY",County or equivalent,21730,21729,21660,21591,21518,21186,21081,20974,20626,20251,20088,19901,,
30940,,21121,"Knox County, KY",County or equivalent,31883,31888,31851,31878,31494,31638,31540,31465,31471,31444,31300,31145,,
30940,,21125,"Laurel County, KY",County or equivalent,58849,58849,58998,59359,59534,59701,59897,59919,60078,60317,60660,60813,,
30940,,21235,"Whitley County, KY",County or equivalent,35637,35633,35718,35854,35768,35870,35833,36109,36108,36074,36101,36264,,
31060,,,"Los Alamos, NM",Micropolitan Statistical Area,17950,17950,17994,18229,18234,17947,17803,17817,18209,18742,18988,19369,,
31060,,35028,"Los Alamos County, NM",County or equivalent,17950,17950,17994,18229,18234,17947,17803,17817,18209,18742,18988,19369,,
31220,,,"Ludington, MI",Micropolitan Statistical Area,28705,28689,28717,28643,28660,28668,28732,28738,28810,28996,29084,29144,,
31220,,26105,"Mason County, MI",County or equivalent,28705,28689,28717,28643,28660,28668,28732,28738,28810,28996,29084,29144,,
31260,,,"Lufkin, TX",Micropolitan Statistical Area,86771,86771,86905,87297,87509,87312,87567,87829,87682,87572,86810,86715,,
31260,,48005,"Angelina County, TX",County or equivalent,86771,86771,86905,87297,87509,87312,87567,87829,87682,87572,86810,86715,,
31300,,,"Lumberton, NC",Micropolitan Statistical Area,134168,134229,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625,,
31300,,37155,"Robeson County, NC",County or equivalent,134168,134229,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625,,
31380,,,"Macomb, IL",Micropolitan Statistical Area,32612,32616,32634,32521,32558,32253,31799,31449,30907,30373,29984,29682,,
31380,,17109,"McDonough County, IL",County or equivalent,32612,32616,32634,32521,32558,32253,31799,31449,30907,30373,29984,29682,,
31500,,,"Madison, IN",Micropolitan Statistical Area,32428,32400,32395,32272,32436,32390,32402,32297,32230,32013,32157,32308,,
31500,,18077,"Jefferson County, IN",County or equivalent,32428,32400,32395,32272,32436,32390,32402,32297,32230,32013,32157,32308,,
31580,,,"Madisonville, KY",Micropolitan Statistical Area,46920,46918,46841,46844,46607,46424,46155,46055,45598,45293,45024,44686,,
31580,,21107,"Hopkins County, KY",County or equivalent,46920,46918,46841,46844,46607,46424,46155,46055,45598,45293,45024,44686,,
31620,,,"Magnolia, AR",Micropolitan Statistical Area,24552,24552,24723,24709,24413,24284,24049,24115,24026,23695,23586,23457,,
31620,,5027,"Columbia County, AR",County or equivalent,24552,24552,24723,24709,24413,24284,24049,24115,24026,23695,23586,23457,,
31660,,,"Malone, NY",Micropolitan Statistical Area,51599,51601,51645,51545,51791,51212,51096,50540,51081,50465,50279,50022,,
31660,,36033,"Franklin County, NY",County or equivalent,51599,51601,51645,51545,51791,51212,51096,50540,51081,50465,50279,50022,,
31680,,,"Malvern, AR",Micropolitan Statistical Area,32923,33011,33231,33142,33507,33528,33409,33497,33438,33606,33672,33771,,
31680,,5059,"Hot Spring County, AR",County or equivalent,32923,33011,33231,33142,33507,33528,33409,33497,33438,33606,33672,33771,,
31820,,,"Manitowoc, WI",Micropolitan Statistical Area,81442,81444,81331,81038,80726,80485,79951,79483,79348,79099,79015,78981,,
31820,,55071,"Manitowoc County, WI",County or equivalent,81442,81444,81331,81038,80726,80485,79951,79483,79348,79099,79015,78981,,
31930,,,"Marietta, OH",Micropolitan Statistical Area,61778,61787,61713,61607,61447,61364,61160,61020,60598,60491,60111,59911,,
31930,,39167,"Washington County, OH",County or equivalent,61778,61787,61713,61607,61447,61364,61160,61020,60598,60491,60111,59911,,
31940,,,"Marinette, WI-MI",Micropolitan Statistical Area,65778,65778,65631,65283,65081,65013,64568,64125,63463,63281,63329,63130,,
31940,,26109,"Menominee County, MI",County or equivalent,24029,24029,23968,23868,23731,23725,23520,23476,23208,22981,22927,22780,,
31940,,55075,"Marinette County, WI",County or equivalent,41749,41749,41663,41415,41350,41288,41048,40649,40255,40300,40402,40350,,
31980,,,"Marion, IN",Micropolitan Statistical Area,70061,70063,69903,69616,69078,68845,68326,67479,66669,66305,66039,65769,,
31980,,18053,"Grant County, IN",County or equivalent,70061,70063,69903,69616,69078,68845,68326,67479,66669,66305,66039,65769,,
32000,,,"Marion, NC",Micropolitan Statistical Area,44996,45002,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756,,
32000,,37111,"McDowell County, NC",County or equivalent,44996,45002,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756,,
32020,,,"Marion, OH",Micropolitan Statistical Area,66501,66505,66458,66599,66277,65964,65791,65431,65467,65076,65427,65093,,
32020,,39101,"Marion County, OH",County or equivalent,66501,66505,66458,66599,66277,65964,65791,65431,65467,65076,65427,65093,,
32100,,,"Marquette, MI",Micropolitan Statistical Area,67077,67071,67078,67455,67826,67773,67771,67326,66532,66493,66381,66699,,
32100,,26103,"Marquette County, MI",County or equivalent,67077,67071,67078,67455,67826,67773,67771,67326,66532,66493,66381,66699,,
32140,,,"Marshall, MN",Micropolitan Statistical Area,25857,25858,25849,25828,25633,25722,25778,25826,25971,25929,25583,25474,,
32140,,27083,"Lyon County, MN",County or equivalent,25857,25858,25849,25828,25633,25722,25778,25826,25971,25929,25583,25474,,
32180,,,"Marshall, MO",Micropolitan Statistical Area,23370,23370,23420,23406,23544,23355,23398,23226,23095,22910,22890,22761,,
32180,,29195,"Saline County, MO",County or equivalent,23370,23370,23420,23406,23544,23355,23398,23226,23095,22910,22890,22761,,
32260,,,"Marshalltown, IA",Micropolitan Statistical Area,40648,40648,40722,41013,41032,40995,40722,40352,40135,40078,39888,39369,,
32260,,19127,"Marshall County, IA",County or equivalent,40648,40648,40722,41013,41032,40995,40722,40352,40135,40078,39888,39369,,
32280,,,"Martin, TN",Micropolitan Statistical Area,35021,35015,35044,34857,34554,34155,34001,33872,33610,33325,33413,33328,,
32280,,47183,"Weakley County, TN",County or equivalent,35021,35015,35044,34857,34554,34155,34001,33872,33610,33325,33413,33328,,
32300,,,"Martinsville, VA",Micropolitan Statistical Area,67972,67996,67895,67148,66604,66164,65554,65199,64641,64169,63677,63111,,
32300,,51089,"Henry County, VA",County or equivalent,54151,54182,54135,53552,53112,52748,52237,51940,51645,51346,51050,50557,,
32300,,51690,"Martinsville city, VA",County or equivalent,13821,13814,13760,13596,13492,13416,13317,13259,12996,12823,12627,12554,,
32340,,,"Maryville, MO",Micropolitan Statistical Area,23370,23373,23401,23433,23327,23151,22981,22625,22455,22401,22223,22092,,
32340,,29147,"Nodaway County, MO",County or equivalent,23370,23373,23401,23433,23327,23151,22981,22625,22455,22401,22223,22092,,
32380,,,"Mason City, IA",Micropolitan Statistical Area,51749,51744,51680,51532,51195,51017,50763,50486,50567,50454,50055,49831,,
32380,,19033,"Cerro Gordo County, IA",County or equivalent,44151,44153,44097,43971,43699,43528,43206,42983,43096,42999,42642,42450,,
32380,,19195,"Worth County, IA",County or equivalent,7598,7591,7583,7561,7496,7489,7557,7503,7471,7455,7413,7381,,
32460,,,"Mayfield, KY",Micropolitan Statistical Area,37121,37151,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266,,
32460,,21083,"Graves County, KY",County or equivalent,37121,37151,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266,,
32500,,,"Maysville, KY",Micropolitan Statistical Area,17490,17490,17505,17546,17460,17323,17133,17050,17167,17192,17080,17070,,
32500,,21161,"Mason County, KY",County or equivalent,17490,17490,17505,17546,17460,17323,17133,17050,17167,17192,17080,17070,,
32540,,,"McAlester, OK",Micropolitan Statistical Area,45837,45827,45795,45717,45544,45267,44847,44716,44335,44154,43870,43654,,
32540,,40121,"Pittsburg County, OK",County or equivalent,45837,45827,45795,45717,45544,45267,44847,44716,44335,44154,43870,43654,,
32620,,,"McComb, MS",Micropolitan Statistical Area,40404,40401,40441,40433,40089,39939,39948,39890,39592,39510,39380,39288,,
32620,,28113,"Pike County, MS",County or equivalent,40404,40401,40441,40433,40089,39939,39948,39890,39592,39510,39380,39288,,
32660,,,"McMinnville, TN",Micropolitan Statistical Area,39839,39824,39858,39907,39744,39875,39983,40262,40428,40717,40826,41277,,
32660,,47177,"Warren County, TN",County or equivalent,39839,39824,39858,39907,39744,39875,39983,40262,40428,40717,40826,41277,,
32700,,,"McPherson, KS",Micropolitan Statistical Area,29180,29186,29128,29154,29221,29415,28896,28648,28429,28687,28528,28542,,
32700,,20113,"McPherson County, KS",County or equivalent,29180,29186,29128,29154,29221,29415,28896,28648,28429,28687,28528,28542,,
32740,,,"Meadville, PA",Micropolitan Statistical Area,88765,88750,88614,88167,87730,87508,87154,86510,86306,85772,85110,84629,,
32740,,42039,"Crawford County, PA",County or equivalent,88765,88750,88614,88167,87730,87508,87154,86510,86306,85772,85110,84629,,
32860,,,"Menomonie, WI",Micropolitan Statistical Area,43857,43865,43887,43800,43806,44046,44075,44267,44354,44714,45091,45368,,
32860,,55033,"Dunn County, WI",County or equivalent,43857,43865,43887,43800,43806,44046,44075,44267,44354,44714,45091,45368,,
32940,,,"Meridian, MS",Micropolitan Statistical Area,107449,107446,107572,107632,107177,106939,105764,104481,103307,102207,100556,99408,,
32940,,28023,"Clarke County, MS",County or equivalent,16732,16728,16727,16695,16529,16417,16276,16022,15896,15805,15585,15541,,
32940,,28069,"Kemper County, MS",County or equivalent,10456,10438,10449,10289,10389,10294,10222,10111,10035,10093,9733,9742,,
32940,,28075,"Lauderdale County, MS",County or equivalent,80261,80280,80396,80648,80259,80228,79266,78348,77376,76309,75238,74125,,
33020,,,"Mexico, MO",Micropolitan Statistical Area,25529,25531,25453,25527,25524,25545,25816,25950,25870,25590,25423,25388,,
33020,,29007,"Audrain County, MO",County or equivalent,25529,25531,25453,25527,25524,25545,25816,25950,25870,25590,25423,25388,,
33060,,,"Miami, OK",Micropolitan Statistical Area,31848,31848,31859,31869,32181,32163,31929,31862,31592,31368,31319,31127,,
33060,,40115,"Ottawa County, OK",County or equivalent,31848,31848,31859,31869,32181,32163,31929,31862,31592,31368,31319,31127,,
33180,,,"Middlesborough, KY",Micropolitan Statistical Area,28691,28691,28709,28658,28284,28031,27826,27370,27204,26863,26487,26032,,
33180,,21013,"Bell County, KY",County or equivalent,28691,28691,28709,28658,28284,28031,27826,27370,27204,26863,26487,26032,,
33300,,,"Milledgeville, GA",Micropolitan Statistical Area,55149,55241,55137,54570,55589,55130,54481,54127,53892,53502,53261,53347,,
33300,,13009,"Baldwin County, GA",County or equivalent,45720,45840,45704,45175,46510,46178,45910,45549,45259,44963,44893,44890,,
33300,,13141,"Hancock County, GA",County or equivalent,9429,9401,9433,9395,9079,8952,8571,8578,8633,8539,8368,8457,,
33380,,,"Minden, LA",Micropolitan Statistical Area,41207,41207,41199,41244,40908,40660,40285,40061,39751,39264,38792,38340,,
33380,,22119,"Webster Parish, LA",County or equivalent,41207,41207,41199,41244,40908,40660,40285,40061,39751,39264,38792,38340,,
33420,,,"Mineral Wells, TX",Micropolitan Statistical Area,28111,28132,28095,28062,27867,27886,28041,27966,28125,28544,28874,29189,,
33420,,48363,"Palo Pinto County, TX",County or equivalent,28111,28132,28095,28062,27867,27886,28041,27966,28125,28544,28874,29189,,
33500,,,"Minot, ND",Micropolitan Statistical Area,69540,69537,70007,72207,73219,75919,77419,79229,77976,76861,75879,75713,,
33500,,38049,"McHenry County, ND",County or equivalent,5395,5392,5402,5501,5800,5908,5977,5975,5970,5890,5808,5745,,
33500,,38075,"Renville County, ND",County or equivalent,2470,2470,2484,2497,2556,2613,2573,2551,2517,2455,2358,2327,,
33500,,38101,"Ward County, ND",County or equivalent,61675,61675,62121,64209,64863,67398,68869,70703,69489,68516,67713,67641,,
33580,,,"Mitchell, SD",Micropolitan Statistical Area,22835,22836,22812,23094,23332,23343,23388,23303,23394,23279,23148,23228,,
33580,,46035,"Davison County, SD",County or equivalent,19504,19504,19482,19720,19952,19941,19967,19916,20011,19870,19784,19775,,
33580,,46061,"Hanson County, SD",County or equivalent,3331,3332,3330,3374,3380,3402,3421,3387,3383,3409,3364,3453,,
33620,,,"Moberly, MO",Micropolitan Statistical Area,25414,25418,25458,25282,25334,24945,25050,25041,24970,24899,24732,24748,,
33620,,29175,"Randolph County, MO",County or equivalent,25414,25418,25458,25282,25334,24945,25050,25041,24970,24899,24732,24748,,
33940,,,"Montrose, CO",Micropolitan Statistical Area,45712,45718,45642,45397,45157,45101,45159,45170,45940,46566,47028,47710,,
33940,,8085,"Montrose County, CO",County or equivalent,41276,41276,41186,40974,40650,40549,40585,40562,41151,41753,42206,42758,,
33940,,8091,"Ouray County, CO",County or equivalent,4436,4442,4456,4423,4507,4552,4574,4608,4789,4813,4822,4952,,
33980,,,"Morehead City, NC",Micropolitan Statistical Area,66469,66463,66700,67418,67770,68388,68629,68712,68808,68921,69438,69473,,
33980,,37031,"Carteret County, NC",County or equivalent,66469,66463,66700,67418,67770,68388,68629,68712,68808,68921,69438,69473,,
34020,,,"Morgan City, LA",Micropolitan Statistical Area,54650,54647,54550,54187,53562,53581,53273,52876,52069,50708,49841,49348,,
34020,,22101,"St. Mary Parish, LA",County or equivalent,54650,54647,54550,54187,53562,53581,53273,52876,52069,50708,49841,49348,,
34140,,,"Moscow, ID",Micropolitan Statistical Area,37244,37243,37255,37855,38094,38220,38517,38796,39050,39741,39829,40108,,
34140,,16057,"Latah County, ID",County or equivalent,37244,37243,37255,37855,38094,38220,38517,38796,39050,39741,39829,40108,,
34180,,,"Moses Lake, WA",Micropolitan Statistical Area,89120,89124,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733,,
34180,,53025,"Grant County, WA",County or equivalent,89120,89124,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733,,
34220,,,"Moultrie, GA",Micropolitan Statistical Area,45498,45496,45634,45772,46013,46126,45864,45466,45429,45480,45455,45600,,
34220,,13071,"Colquitt County, GA",County or equivalent,45498,45496,45634,45772,46013,46126,45864,45466,45429,45480,45455,45600,,
34260,,,"Mountain Home, AR",Micropolitan Statistical Area,41513,41511,41510,41349,41080,40983,40888,41138,41131,41308,41624,41932,,
34260,,5005,"Baxter County, AR",County or equivalent,41513,41511,41510,41349,41080,40983,40888,41138,41131,41308,41624,41932,,
34300,,,"Mountain Home, ID",Micropolitan Statistical Area,27038,27040,27121,26221,26287,26267,26226,25826,26137,26881,27362,27511,,
34300,,16039,"Elmore County, ID",County or equivalent,27038,27040,27121,26221,26287,26267,26226,25826,26137,26881,27362,27511,,
34340,,,"Mount Airy, NC",Micropolitan Statistical Area,73673,73749,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783,,
34340,,37171,"Surry County, NC",County or equivalent,73673,73749,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783,,
34350,,,"Mount Gay-Shamrock, WV",Micropolitan Statistical Area,36743,36754,36723,36461,36316,35933,35251,34441,33674,33028,32609,32019,,
34350,,54045,"Logan County, WV",County or equivalent,36743,36754,36723,36461,36316,35933,35251,34441,33674,33028,32609,32019,,
34380,,,"Mount Pleasant, MI",Micropolitan Statistical Area,70311,70313,70294,70615,70666,70224,70094,70767,71263,71077,70463,69872,,
34380,,26073,"Isabella County, MI",County or equivalent,70311,70313,70294,70615,70666,70224,70094,70767,71263,71077,70463,69872,,
34420,,,"Mount Pleasant, TX",Micropolitan Statistical Area,44735,44735,44817,44874,45099,45049,45159,45325,45234,45464,45726,45844,,
34420,,48063,"Camp County, TX",County or equivalent,12401,12401,12398,12422,12487,12462,12657,12699,12771,12845,12983,13094,,
34420,,48449,"Titus County, TX",County or equivalent,32334,32334,32419,32452,32612,32587,32502,32626,32463,32619,32743,32750,,
34460,,,"Mount Sterling, KY",Micropolitan Statistical Area,44396,44403,44538,44885,44978,45545,45799,46152,46361,46759,46990,47146,,
34460,,21011,"Bath County, KY",County or equivalent,11591,11587,11618,11715,11780,11975,12130,12203,12246,12381,12444,12500,,
34460,,21165,"Menifee County, KY",County or equivalent,6306,6309,6371,6419,6338,6341,6304,6373,6449,6465,6437,6489,,
34460,,21173,"Montgomery County, KY",County or equivalent,26499,26507,26549,26751,26860,27229,27365,27576,27666,27913,28109,28157,,
34500,,,"Mount Vernon, IL",Micropolitan Statistical Area,38827,38825,38755,38749,38658,38641,38374,38272,38214,38045,37708,37684,,
34500,,17081,"Jefferson County, IL",County or equivalent,38827,38825,38755,38749,38658,38641,38374,38272,38214,38045,37708,37684,,
34540,,,"Mount Vernon, OH",Micropolitan Statistical Area,60921,60928,61090,61283,60764,60858,61000,61001,60909,61271,61900,62322,,
34540,,39083,"Knox County, OH",County or equivalent,60921,60928,61090,61283,60764,60858,61000,61001,60909,61271,61900,62322,,
34660,,,"Murray, KY",Micropolitan Statistical Area,37191,37190,37348,37667,38046,38425,38452,38656,38733,38832,38964,39001,,
34660,,21035,"Calloway County, KY",County or equivalent,37191,37190,37348,37667,38046,38425,38452,38656,38733,38832,38964,39001,,
34700,,,"Muscatine, IA",Micropolitan Statistical Area,42745,42803,42803,42842,42916,43010,43028,43068,42968,42872,42874,42664,,
34700,,19139,"Muscatine County, IA",County or equivalent,42745,42803,42803,42842,42916,43010,43028,43068,42968,42872,42874,42664,,
34780,,,"Muskogee, OK",Micropolitan Statistical Area,70990,70997,71129,70763,70529,70172,69725,69319,69012,69027,68324,67997,,
34780,,40101,"Muskogee County, OK",County or equivalent,70990,70997,71129,70763,70529,70172,69725,69319,69012,69027,68324,67997,,
34860,,,"Nacogdoches, TX",Micropolitan Statistical Area,64524,64524,64685,65655,65866,65193,65240,65462,65549,65317,65161,65204,,
34860,,48347,"Nacogdoches County, TX",County or equivalent,64524,64524,64685,65655,65866,65193,65240,65462,65549,65317,65161,65204,,
35020,,,"Natchez, MS-LA",Micropolitan Statistical Area,53119,53122,53413,53277,52692,52611,52551,51789,51539,51308,50630,49952,,
35020,,22029,"Concordia Parish, LA",County or equivalent,20822,20822,20839,20842,20501,20500,20479,20228,19970,19846,19586,19259,,
35020,,28001,"Adams County, MS",County or equivalent,32297,32300,32574,32435,32191,32111,32072,31561,31569,31462,31044,30693,,
35060,,,"Natchitoches, LA",Micropolitan Statistical Area,39566,39569,39528,39386,39339,39118,39124,39004,39024,39042,38616,38158,,
35060,,22069,"Natchitoches Parish, LA",County or equivalent,39566,39569,39528,39386,39339,39118,39124,39004,39024,39042,38616,38158,,
35140,,,"Newberry, SC",Micropolitan Statistical Area,37508,37510,37609,37502,37531,37461,37660,37772,37934,38381,38443,38440,,
35140,,45071,"Newberry County, SC",County or equivalent,37508,37510,37609,37502,37531,37461,37660,37772,37934,38381,38443,38440,,
35220,,,"New Castle, IN",Micropolitan Statistical Area,49462,49466,49530,49216,49112,48843,48886,48655,48345,48170,48131,47972,,
35220,,18065,"Henry County, IN",County or equivalent,49462,49466,49530,49216,49112,48843,48886,48655,48345,48170,48131,47972,,
35260,,,"New Castle, PA",Micropolitan Statistical Area,91108,91157,91018,90522,89883,89258,88644,88122,87325,86546,86128,85512,,
35260,,42073,"Lawrence County, PA",County or equivalent,91108,91157,91018,90522,89883,89258,88644,88122,87325,86546,86128,85512,,
35420,,,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,92582,92585,92543,92483,92413,92602,92652,92739,92560,92308,92079,91987,,
35420,,39157,"Tuscarawas County, OH",County or equivalent,92582,92585,92543,92483,92413,92602,92652,92739,92560,92308,92079,91987,,
35440,,,"Newport, OR",Micropolitan Statistical Area,46034,46033,45999,45871,46164,46322,46343,46999,47793,48757,49224,49962,,
35440,,41041,"Lincoln County, OR",County or equivalent,46034,46033,45999,45871,46164,46322,46343,46999,47793,48757,49224,49962,,
35460,,,"Newport, TN",Micropolitan Statistical Area,35662,35642,35640,35432,35530,35400,35266,35138,35234,35528,35858,36004,,
35460,,47029,"Cocke County, TN",County or equivalent,35662,35642,35640,35432,35530,35400,35266,35138,35234,35528,35858,36004,,
35580,,,"New Ulm, MN",Micropolitan Statistical Area,25893,25893,25843,25658,25412,25267,25272,25240,25272,25172,25125,25008,,
35580,,27015,"Brown County, MN",County or equivalent,25893,25893,25843,25658,25412,25267,25272,25240,25272,25172,25125,25008,,
35700,,,"Nogales, AZ",Micropolitan Statistical Area,47420,47420,47415,47667,47359,46939,46636,46542,46400,46566,46395,46498,,
35700,,4023,"Santa Cruz County, AZ",County or equivalent,47420,47420,47415,47667,47359,46939,46636,46542,46400,46566,46395,46498,,
35740,,,"Norfolk, NE",Micropolitan Statistical Area,48271,48270,48363,48375,48362,48414,48384,48133,48098,48199,48304,48167,,
35740,,31119,"Madison County, NE",County or equivalent,34876,34876,34961,35005,35084,35147,35083,34999,34979,35132,35189,35099,,
35740,,31139,"Pierce County, NE",County or equivalent,7266,7266,7260,7194,7187,7180,7204,7190,7144,7093,7145,7148,,
35740,,31167,"Stanton County, NE",County or equivalent,6129,6128,6142,6176,6091,6087,6097,5944,5975,5974,5970,5920,,
35820,,,"North Platte, NE",Micropolitan Statistical Area,37590,37590,37561,37360,37267,37241,36925,36781,36782,36523,36393,36156,,
35820,,31111,"Lincoln County, NE",County or equivalent,36288,36288,36250,36030,35973,35936,35648,35501,35487,35265,35148,34914,,
35820,,31113,"Logan County, NE",County or equivalent,763,763,772,779,785,777,767,791,792,765,755,748,,
35820,,31117,"McPherson County, NE",County or equivalent,539,539,539,551,509,528,510,489,503,493,490,494,,
35860,,,"North Vernon, IN",Micropolitan Statistical Area,28525,28529,28481,28155,28145,28227,27916,27834,27648,27652,27679,27735,,
35860,,18079,"Jennings County, IN",County or equivalent,28525,28529,28481,28155,28145,28227,27916,27834,27648,27652,27679,27735,,
35900,,,"North Wilkesboro, NC",Micropolitan Statistical Area,69340,69310,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412,,
35900,,37193,"Wilkes County, NC",County or equivalent,69340,69310,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412,,
35940,,,"Norwalk, OH",Micropolitan Statistical Area,59626,59623,59560,59416,59204,58825,58610,58307,58367,58393,58364,58266,,
35940,,39077,"Huron County, OH",County or equivalent,59626,59623,59560,59416,59204,58825,58610,58307,58367,58393,58364,58266,,
36020,,,"Oak Harbor, WA",Micropolitan Statistical Area,78506,78508,78693,78941,79039,78198,78690,80022,81692,83250,84227,85141,,
36020,,53029,"Island County, WA",County or equivalent,78506,78508,78693,78941,79039,78198,78690,80022,81692,83250,84227,85141,,
