CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
47900,47894,24017,"Charles County, MD",County or equivalent,146551,146564,147159,149200,150668,152645,154359,155665,157292,159450,161476,163257,,
47900,47894,24033,"Prince George's County, MD",County or equivalent,863420,864029,866419,874389,882490,890658,899686,906197,908501,909705,909619,909327,,
47900,47894,51013,"Arlington County, VA",County or equivalent,207627,207696,209295,215990,221454,224894,225980,228548,231259,234647,236025,236842,,
47900,47894,51043,"Clarke County, VA",County or equivalent,14034,14025,14012,14190,14245,14253,14315,14239,14294,14454,14511,14619,,
47900,47894,51047,"Culpeper County, VA",County or equivalent,46689,46688,46838,47345,47844,48606,49237,49551,50319,51235,51795,52605,,
47900,47894,51059,"Fairfax County, VA",County or equivalent,1081726,1081703,1086155,1103439,1120395,1131784,1136271,1140401,1144188,1148728,1148463,1147532,,
47900,47894,51061,"Fauquier County, VA",County or equivalent,65203,65228,65440,66032,66561,67139,68116,68423,68805,69547,70642,71222,,
47900,47894,51107,"Loudoun County, VA",County or equivalent,312311,312348,315478,326327,337847,349915,362206,374014,385546,397049,405522,413538,,
47900,47894,51113,"Madison County, VA",County or equivalent,13308,13306,13300,13141,13132,13090,13030,13047,13081,13212,13248,13261,,
47900,47894,51153,"Prince William County, VA",County or equivalent,402002,402009,406169,419094,429616,437735,443782,450978,456496,463069,466235,470335,,
47900,47894,51157,"Rappahannock County, VA",County or equivalent,7373,7506,7500,7476,7409,7428,7336,7400,7380,7393,7345,7370,,
47900,47894,51177,"Spotsylvania County, VA",County or equivalent,122397,122453,122976,124537,125827,127392,128804,129948,131252,132739,134011,136215,,
47900,47894,51179,"Stafford County, VA",County or equivalent,128961,128984,129832,132200,133368,135923,138791,140868,143501,146792,149824,152882,,
47900,47894,51187,"Warren County, VA",County or equivalent,37575,37450,37518,37646,37887,38500,40126,38716,39165,39409,40006,40164,,
47900,47894,51510,"Alexandria city, VA",County or equivalent,139966,139998,140729,144219,147291,149637,151375,153654,156698,159215,159069,159428,,
47900,47894,51600,"Fairfax city, VA",County or equivalent,22565,22554,22614,22460,22894,23230,23310,23230,23246,23435,23725,24019,,
47900,47894,51610,"Falls Church city, VA",County or equivalent,12332,12244,12399,12660,13087,13360,13416,13728,13582,14245,14467,14617,,
47900,47894,51630,"Fredericksburg city, VA",County or equivalent,24286,24178,24354,25752,27179,27818,28256,28043,28360,28498,29171,29036,,
47900,47894,51683,"Manassas city, VA",County or equivalent,37821,37799,38212,39101,40284,41082,41142,41409,41189,41141,41046,41085,,
47900,47894,51685,"Manassas Park city, VA",County or equivalent,14273,14243,14449,15067,15397,15896,15916,16129,16456,17149,17718,17478,,
47900,47894,54037,"Jefferson County, WV",County or equivalent,53498,53490,53609,54458,54699,55001,55625,56070,55979,56444,56890,57146,,
47940,,,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,167819,167819,167920,168443,168811,169853,170450,170852,170110,169359,168936,168522,,
47940,,19013,"Black Hawk County, IA",County or equivalent,131090,131086,131162,131584,131878,132933,133390,133701,133077,132238,131723,131228,,
47940,,19017,"Bremer County, IA",County or equivalent,24276,24280,24295,24381,24496,24579,24670,24746,24747,24823,24941,25062,,
47940,,19075,"Grundy County, IA",County or equivalent,12453,12453,12463,12478,12437,12341,12390,12405,12286,12298,12272,12232,,
48060,,,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,116229,116232,116592,117752,120235,118490,117971,116371,112980,113157,111866,109834,,
48060,,36045,"Jefferson County, NY",County or equivalent,116229,116232,116592,117752,120235,118490,117971,116371,112980,113157,111866,109834,,
48140,,,"Wausau-Weston, WI",Metropolitan Statistical Area,162806,162804,162829,162844,162870,163189,163241,163181,162935,163203,163094,163285,,
48140,,55069,"Lincoln County, WI",County or equivalent,28743,28743,28779,28505,28502,28305,28108,27867,27834,27751,27673,27593,,
48140,,55073,"Marathon County, WI",County or equivalent,134063,134061,134050,134339,134368,134884,135133,135314,135101,135452,135421,135692,,
48260,,,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,124454,124455,124329,123482,122680,122139,121507,120665,119269,118074,116982,116074,,
48260,,39081,"Jefferson County, OH",County or equivalent,69709,69716,69670,69035,68538,68168,67876,67495,66944,66318,65774,65325,,
48260,,54009,"Brooke County, WV",County or equivalent,24069,24051,23978,23814,23677,23589,23368,23190,22663,22373,22129,21939,,
48260,,54029,"Hancock County, WV",County or equivalent,30676,30688,30681,30633,30465,30382,30263,29980,29662,29383,29079,28810,,
48300,,,"Wenatchee, WA",Metropolitan Statistical Area,110884,110887,111264,111876,112669,113110,113894,115586,117221,118325,119501,120629,,
48300,,53007,"Chelan County, WA",County or equivalent,72453,72460,72750,73214,73472,73723,74121,75041,75855,76298,76752,77200,,
48300,,53017,"Douglas County, WA",County or equivalent,38431,38427,38514,38662,39197,39387,39773,40545,41366,42027,42749,43429,,
48540,,,"Wheeling, WV-OH",Metropolitan Statistical Area,147950,147957,147899,147260,146527,145938,144968,144157,142955,141255,140059,138948,,
48540,,39013,"Belmont County, OH",County or equivalent,70400,70400,70333,70122,69709,69563,69367,68973,68606,68002,67533,67006,,
48540,,54051,"Marshall County, WV",County or equivalent,33107,33131,33094,32936,32826,32643,32360,32215,31720,31252,30821,30531,,
48540,,54069,"Ohio County, WV",County or equivalent,44443,44426,44472,44202,43992,43732,43241,42969,42629,42001,41705,41411,,
48620,,,"Wichita, KS",Metropolitan Statistical Area,623061,623061,623887,625327,628159,630365,632810,635551,637653,637511,637519,640218,,
48620,,20015,"Butler County, KS",County or equivalent,65880,65884,65901,65838,65669,65671,65861,66249,66652,66845,66833,66911,,
48620,,20079,"Harvey County, KS",County or equivalent,34684,34684,34740,34691,34754,34715,34597,34802,34726,34373,34183,34429,,
48620,,20173,"Sedgwick County, KS",County or equivalent,498365,498356,499128,501011,504101,506442,508968,511083,513092,513176,513484,516042,,
48620,,20191,"Sumner County, KS",County or equivalent,24132,24137,24118,23787,23635,23537,23384,23417,23183,23117,23019,22836,,
48660,,,"Wichita Falls, TX",Metropolitan Statistical Area,151306,151474,151649,150311,151040,151448,151867,150083,150327,150956,150955,151254,,
48660,,48009,"Archer County, TX",County or equivalent,9054,9061,9118,8840,8816,8801,8844,8763,8781,8783,8700,8553,,
48660,,48077,"Clay County, TX",County or equivalent,10752,10754,10737,10668,10523,10455,10377,10359,10251,10484,10448,10471,,
48660,,48485,"Wichita County, TX",County or equivalent,131500,131659,131794,130803,131701,132192,132646,130961,131295,131689,131807,132230,,
48700,,,"Williamsport, PA",Metropolitan Statistical Area,116111,116102,116225,116748,117222,116598,116290,115598,114876,114012,113866,113299,,
48700,,42081,"Lycoming County, PA",County or equivalent,116111,116102,116225,116748,117222,116598,116290,115598,114876,114012,113866,113299,,
48900,,,"Wilmington, NC",Metropolitan Statistical Area,254884,254879,255699,259141,262759,267700,271863,276848,283580,289447,294273,297533,,
48900,,37129,"New Hanover County, NC",County or equivalent,202667,202683,203284,205966,209045,212921,215963,219422,224809,228728,232256,234473,,
48900,,37141,"Pender County, NC",County or equivalent,52217,52196,52415,53175,53714,54779,55900,57426,58771,60719,62017,63060,,
49020,,,"Winchester, VA-WV",Metropolitan Statistical Area,128472,128452,128652,129954,130910,132278,133526,134284,135739,138020,139492,140566,,
49020,,51069,"Frederick County, VA",County or equivalent,78305,78269,78550,79512,80229,81474,82714,83493,84638,86456,88173,89313,,
49020,,51840,"Winchester city, VA",County or equivalent,26203,26223,26150,26660,27008,27321,27382,27480,27785,28178,27962,28078,,
49020,,54027,"Hampshire County, WV",County or equivalent,23964,23960,23952,23782,23673,23483,23430,23311,23316,23386,23357,23175,,
49180,,,"Winston-Salem, NC",Metropolitan Statistical Area,640595,640503,641245,644266,646794,649901,653250,656277,661024,666640,671129,676008,,
49180,,37057,"Davidson County, NC",County or equivalent,162878,162822,162840,162923,163040,163295,163383,163486,164270,165180,166358,167609,,
49180,,37059,"Davie County, NC",County or equivalent,41240,41221,41254,41335,41281,41435,41259,41648,41921,42308,42563,42846,,
49180,,37067,"Forsyth County, NC",County or equivalent,350670,350638,351374,354524,357598,360594,364439,367365,371260,375840,379216,382295,,
49180,,37169,"Stokes County, NC",County or equivalent,47401,47413,47344,47142,46731,46514,46323,46159,45920,45724,45511,45591,,
49180,,37197,"Yadkin County, NC",County or equivalent,38406,38409,38433,38342,38144,38063,37846,37619,37653,37588,37481,37667,,
49340,,,"Worcester, MA-CT",Metropolitan Statistical Area,916980,916763,918935,922378,924856,928346,932278,934604,936422,942147,946113,947404,,
49340,,9015,"Windham County, CT",County or equivalent,118428,118380,118544,118315,117914,117500,116752,116487,116102,116398,117059,116782,,
49340,,25027,"Worcester County, MA",County or equivalent,798552,798383,800391,804063,806942,810846,815526,818117,820320,825749,829054,830622,,
49420,,,"Yakima, WA",Metropolitan Statistical Area,243231,243240,244256,245926,246127,246485,246870,247800,249327,249922,250562,250873,,
49420,,53077,"Yakima County, WA",County or equivalent,243231,243240,244256,245926,246127,246485,246870,247800,249327,249922,250562,250873,,
49620,,,"York-Hanover, PA",Metropolitan Statistical Area,434972,435015,435413,436701,437466,438932,440475,441741,443693,445484,447847,449058,,
49620,,42133,"York County, PA",County or equivalent,434972,435015,435413,436701,437466,438932,440475,441741,443693,445484,447847,449058,,
49660,,,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,565773,565782,564826,562347,558530,555850,553039,548798,544582,541545,538226,536081,,
49660,,39099,"Mahoning County, OH",County or equivalent,238823,238787,238381,237363,235702,234393,233391,231846,230269,229791,229216,228683,,
49660,,39155,"Trumbull County, OH",County or equivalent,210312,210332,209840,208834,207191,206328,204973,203328,201715,200281,198539,197974,,
49660,,42085,"Mercer County, PA",County or equivalent,116638,116663,116605,116150,115637,115129,114675,113624,112598,111473,110471,109424,,
49700,,,"Yuba City, CA",Metropolitan Statistical Area,166892,166898,167099,166971,166963,167597,168311,169327,170694,172782,173905,175639,,
49700,,6101,"Sutter County, CA",County or equivalent,94737,94756,94751,94482,94189,94507,94778,95282,95742,96204,96348,96971,,
49700,,6115,"Yuba County, CA",County or equivalent,72155,72142,72348,72489,72774,73090,73533,74045,74952,76578,77557,78668,,
49740,,,"Yuma, AZ",Metropolitan Statistical Area,195751,195750,197127,202841,202475,202420,204054,205186,207247,209507,211612,213787,,
49740,,4027,"Yuma County, AZ",County or equivalent,195751,195750,197127,202841,202475,202420,204054,205186,207247,209507,211612,213787,,
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,40602,40603,40718,40966,41580,42159,42224,42396,42839,43205,43011,42668,,
10100,,46013,"Brown County, SD",County or equivalent,36531,36532,36653,36925,37569,38136,38255,38400,38900,39290,39145,38839,,
10100,,46045,"Edmunds County, SD",County or equivalent,4071,4071,4065,4041,4011,4023,3969,3996,3939,3915,3866,3829,,
10140,,,"Aberdeen, WA",Micropolitan Statistical Area,72797,72800,72848,72366,71773,71046,70780,71011,71531,72490,73801,75061,,
10140,,53027,"Grays Harbor County, WA",County or equivalent,72797,72800,72848,72366,71773,71046,70780,71011,71531,72490,73801,75061,,
10220,,,"Ada, OK",Micropolitan Statistical Area,37492,37488,37595,37749,38060,38159,38286,38336,38512,38371,38272,38284,,
10220,,40123,"Pontotoc County, OK",County or equivalent,37492,37488,37595,37749,38060,38159,38286,38336,38512,38371,38272,38284,,
10300,,,"Adrian, MI",Micropolitan Statistical Area,99892,99899,99640,99355,99021,98822,98740,98391,98496,98427,98141,98451,,
10300,,26091,"Lenawee County, MI",County or equivalent,99892,99899,99640,99355,99021,98822,98740,98391,98496,98427,98141,98451,,
10460,,,"Alamogordo, NM",Micropolitan Statistical Area,63797,63832,64403,65642,66208,66304,65336,64768,65647,66121,66659,67490,,
10460,,35035,"Otero County, NM",County or equivalent,63797,63832,64403,65642,66208,66304,65336,64768,65647,66121,66659,67490,,
10620,,,"Albemarle, NC",Micropolitan Statistical Area,60585,60586,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806,,
10620,,37167,"Stanly County, NC",County or equivalent,60585,60586,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806,,
10660,,,"Albert Lea, MN",Micropolitan Statistical Area,31255,31254,31204,31069,31026,30923,30742,30522,30449,30582,30480,30281,,
10660,,27047,"Freeborn County, MN",County or equivalent,31255,31254,31204,31069,31026,30923,30742,30522,30449,30582,30480,30281,,
10700,,,"Albertville, AL",Micropolitan Statistical Area,93019,93019,93122,93895,94260,94356,94257,94585,95113,95572,96170,96774,,
10700,,1095,"Marshall County, AL",County or equivalent,93019,93019,93122,93895,94260,94356,94257,94585,95113,95572,96170,96774,,
10760,,,"Alexander City, AL",Micropolitan Statistical Area,53155,53374,53256,52888,52394,52282,51921,51539,51405,51337,51178,51030,,
10760,,1037,"Coosa County, AL",County or equivalent,11539,11756,11780,11486,11346,11254,11037,10934,10819,10724,10643,10663,,
10760,,1123,"Tallapoosa County, AL",County or equivalent,41616,41618,41476,41402,41048,41028,40884,40605,40586,40613,40535,40367,,
10820,,,"Alexandria, MN",Micropolitan Statistical Area,36009,36011,35989,36181,36292,36349,36576,36790,37154,37520,37960,38141,,
10820,,27041,"Douglas County, MN",County or equivalent,36009,36011,35989,36181,36292,36349,36576,36790,37154,37520,37960,38141,,
10860,,,"Alice, TX",Micropolitan Statistical Area,52620,52620,52618,53020,53233,53262,53013,52859,52612,52190,51903,51639,,
10860,,48131,"Duval County, TX",County or equivalent,11782,11777,11724,11796,11582,11581,11509,11336,11431,11270,11147,11157,,
10860,,48249,"Jim Wells County, TX",County or equivalent,40838,40843,40894,41224,41651,41681,41504,41523,41181,40920,40756,40482,,
10940,,,"Alma, MI",Micropolitan Statistical Area,42476,42478,42432,42119,41973,41931,41467,41331,40955,40979,40602,40711,,
10940,,26057,"Gratiot County, MI",County or equivalent,42476,42478,42432,42119,41973,41931,41467,41331,40955,40979,40602,40711,,
10980,,,"Alpena, MI",Micropolitan Statistical Area,29598,29594,29510,29340,29166,28957,28882,28722,28663,28428,28384,28405,,
10980,,26007,"Alpena County, MI",County or equivalent,29598,29594,29510,29340,29166,28957,28882,28722,28663,28428,28384,28405,,
11060,,,"Altus, OK",Micropolitan Statistical Area,26446,26446,26485,26422,26226,26109,25822,25459,25440,25112,24775,24530,,
11060,,40065,"Jackson County, OK",County or equivalent,26446,26446,26485,26422,26226,26109,25822,25459,25440,25112,24775,24530,,
11140,,,"Americus, GA",Micropolitan Statistical Area,37829,37828,37704,37112,36606,36430,36350,35905,35576,35136,35026,34781,,
11140,,13249,"Schley County, GA",County or equivalent,5010,5013,5020,5044,5024,5095,5189,5209,5173,5235,5230,5257,,
11140,,13261,"Sumter County, GA",County or equivalent,32819,32815,32684,32068,31582,31335,31161,30696,30403,29901,29796,29524,,
11220,,,"Amsterdam, NY",Micropolitan Statistical Area,50219,50264,50307,49911,49829,49743,49679,49564,49169,49163,49394,49221,,
